,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,review_score
227,Germany,Desktop,Marketplace,Gift Card,Electronics,338,4,108.59,55.01,1,0.23,279.8,5,0,0,0,4.2
228,Poland,Desktop,Organic Search,Credit Card,Electronics,411,3,37.22,66.18,2,0.19,243.9,4,0,0,0,4.1
229,Netherlands,Desktop,Organic Search,Credit Card,Home & Kitchen,295,2,45.13,52.37,1,0.11,1026.0,4,0,0,0,4.8
230,Belgium,Mobile,Marketplace,Credit Card,Toys,487,5,51.71,40.53,1,0.35,306.8,2,0,0,0,5.0
231,Netherlands,Desktop,Organic Search,Klarna,Beauty,261,1,39.47,29.52,4,0.0,585.6,6,0,0,0,4.8
232,Netherlands,Desktop,Organic Search,Credit Card,Pet Supplies,493,5,72.18,40.27,1,0.07,192.2,2,0,0,0,4.6
233,Spain,Mobile,Social Media,Credit Card,Fashion,300,0,79.79,59.95,1,0.28,121.0,3,0,0,0,4.5
234,Netherlands,Desktop,Social Media,Credit Card,Home & Kitchen,313,3,60.92,85.68,1,0.43,163.6,4,0,0,0,5.0
235,Belgium,Mobile,Organic Search,Debit Card,Pet Supplies,721,7,44.81,31.61,2,0.14,1437.8,6,1,0,0,4.1
236,Belgium,Desktop,Social Media,Credit Card,Home & Kitchen,59,0,141.38,63.25,1,0.22,572.1,4,0,0,0,3.9
237,Germany,Mobile,Social Media,Credit Card,Electronics,354,0,41.61,75.0,1,0.01,281.7,1,0,0,0,4.1
238,Netherlands,Tablet,Paid Ads,Debit Card,Home & Kitchen,271,1,37.36,70.7,5,0.3,211.2,3,0,0,0,4.3
241,Turkey,Desktop,Organic Search,Credit Card,Electronics,447,1,26.43,79.61,8,0.07,46.0,3,0,0,0,5.0
242,Belgium,Tablet,Organic Search,PayPal,Sports,281,0,63.48,104.02,2,0.04,440.8,4,0,0,0,4.2
243,Spain,Mobile,Direct,Credit Card,Electronics,848,4,22.51,30.93,1,0.05,230.8,3,0,0,1,3.9
244,Germany,Desktop,Marketplace,Klarna,Electronics,119,1,40.27,57.42,1,0.23,492.7,4,0,0,0,4.8
246,Belgium,Mobile,Marketplace,Debit Card,Beauty,257,1,15.11,5.0,2,0.14,172.7,2,0,0,0,3.8
247,Netherlands,Desktop,Paid Ads,Credit Card,Garden,581,3,43.98,45.05,2,0.25,537.8,3,0,0,0,3.8
248,Netherlands,Mobile,Direct,Debit Card,Fashion,373,4,53.51,79.21,1,0.11,196.8,4,0,0,0,4.2
249,Belgium,Tablet,Direct,PayPal,Fashion,372,1,70.94,56.38,1,0.11,197.6,2,0,0,0,5.0
250,Poland,Desktop,Direct,PayPal,Home & Kitchen,244,1,72.73,48.06,1,0.37,495.1,4,0,0,0,5.0
251,Germany,Desktop,Social Media,PayPal,Home & Kitchen,592,5,48.68,48.85,1,0.17,289.7,4,0,0,0,4.3
252,Netherlands,Desktop,Email,Credit Card,Toys,74,0,58.1,110.16,1,0.15,866.1,5,0,0,0,3.7
253,Germany,Desktop,Direct,Klarna,Electronics,502,0,27.72,27.67,2,0.13,128.9,2,0,0,0,4.6
254,Turkey,Desktop,Paid Ads,Credit Card,Toys,109,0,54.69,40.82,1,0.02,240.5,3,0,0,0,4.4
255,Italy,Mobile,Social Media,Debit Card,Sports,283,0,33.37,60.28,2,0.14,249.0,5,0,1,0,4.3
256,Belgium,Desktop,Direct,Bank Transfer,Beauty,103,2,45.66,22.64,1,0.23,641.3,6,0,0,0,5.0
257,Netherlands,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,239,0,58.73,188.0,7,0.14,90.8,3,0,0,1,5.0
258,Spain,Desktop,Direct,Debit Card,Pet Supplies,388,2,22.12,26.02,1,0.12,963.2,5,0,0,0,4.6
259,Germany,Mobile,Organic Search,Bank Transfer,Sports,463,2,39.25,61.36,2,0.23,843.8,3,0,0,0,4.6
260,Netherlands,Mobile,Social Media,Klarna,Home & Kitchen,389,2,34.76,31.69,2,0.23,902.7,5,0,0,0,3.3
261,Italy,Mobile,Direct,Debit Card,Beauty,154,3,33.49,14.03,2,0.13,720.2,3,0,0,0,4.1
262,Belgium,Mobile,Organic Search,Debit Card,Home & Kitchen,149,1,22.37,23.87,1,0.27,167.4,3,0,0,0,4.5
263,France,Mobile,Organic Search,Debit Card,Home & Kitchen,348,5,62.64,44.01,1,0.09,1111.0,5,0,0,0,4.5
264,Netherlands,Desktop,Paid Ads,Gift Card,Beauty,268,5,22.25,29.75,1,0.08,162.6,6,0,0,0,5.0
265,Belgium,Desktop,Marketplace,Credit Card,Fashion,404,3,77.32,252.07,3,0.1,499.6,4,0,0,0,4.0
266,Belgium,Mobile,Organic Search,Debit Card,Sports,340,1,48.85,64.87,3,0.32,539.2,5,0,0,0,4.9
267,Turkey,Mobile,Social Media,Debit Card,Electronics,628,4,59.05,152.89,2,0.03,1387.5,5,0,0,0,5.0
268,Netherlands,Mobile,Direct,Credit Card,Electronics,367,3,16.28,37.74,1,0.12,200.1,5,0,0,0,4.9
269,Germany,Mobile,Paid Ads,Debit Card,Electronics,767,2,80.87,161.05,1,0.45,129.3,3,0,0,0,5.0
270,Netherlands,Mobile,Paid Ads,Klarna,Garden,424,4,34.57,24.15,1,0.24,133.0,3,0,0,0,4.6
271,Belgium,Mobile,Direct,Debit Card,Sports,558,1,82.24,92.58,2,0.16,309.7,4,0,0,0,4.6
272,Belgium,Mobile,Social Media,Bank Transfer,Pet Supplies,202,3,49.21,28.93,1,0.14,573.4,5,0,0,0,4.6
273,Netherlands,Desktop,Social Media,Debit Card,Fashion,454,1,24.97,15.2,2,0.08,579.0,3,0,0,0,4.1
274,Germany,Desktop,Paid Ads,Bank Transfer,Home & Kitchen,257,2,54.26,100.11,4,0.11,442.4,5,0,0,0,5.0
275,Belgium,Mobile,Paid Ads,Klarna,Sports,779,4,95.37,59.91,1,0.18,449.4,5,0,0,0,4.6
276,Netherlands,Desktop,Organic Search,Credit Card,Electronics,75,0,27.74,25.97,1,0.2,108.1,4,0,0,0,4.6
277,Netherlands,Desktop,Organic Search,Credit Card,Home & Kitchen,201,2,21.24,39.29,1,0.36,455.0,3,0,0,0,5.0
278,Netherlands,Mobile,Organic Search,Credit Card,Garden,320,2,43.86,53.51,2,0.13,410.5,5,0,0,0,4.4
279,Belgium,Mobile,Organic Search,Credit Card,Fashion,232,1,74.0,20.24,1,0.06,103.3,2,0,0,1,4.8
280,Germany,Mobile,Paid Ads,Credit Card,Beauty,273,0,31.11,23.34,2,0.0,384.0,3,0,0,0,4.2
281,Italy,Mobile,Paid Ads,Credit Card,Fashion,230,0,26.21,12.53,2,0.05,553.1,5,0,0,0,3.9
282,Spain,Mobile,Organic Search,Debit Card,Pet Supplies,422,3,48.54,20.1,1,0.13,268.8,3,0,0,0,4.2
283,Netherlands,Mobile,Marketplace,Klarna,Home & Kitchen,194,2,18.96,8.89,5,0.01,130.0,2,0,0,0,4.7
284,Netherlands,Desktop,Organic Search,Debit Card,Garden,480,2,39.89,68.68,1,0.23,630.5,4,0,0,0,4.0
285,Netherlands,Desktop,Organic Search,Klarna,Beauty,284,0,23.55,37.45,1,0.16,123.7,3,0,0,0,5.0
286,Poland,Mobile,Social Media,Credit Card,Beauty,173,2,40.5,21.24,2,0.12,856.8,5,0,0,0,4.5
287,Belgium,Mobile,Organic Search,Gift Card,Fashion,51,0,78.89,56.66,5,0.08,425.6,4,0,0,0,5.0
288,Belgium,Desktop,Email,Credit Card,Beauty,377,4,35.98,9.54,1,0.21,163.5,2,0,0,0,4.8
289,Spain,Mobile,Paid Ads,Credit Card,Home & Kitchen,36,0,22.73,47.65,3,0.0,162.4,4,0,0,0,4.2
290,Spain,Mobile,Marketplace,Debit Card,Home & Kitchen,172,0,58.46,83.94,4,0.19,237.0,4,0,0,0,4.9
291,France,Desktop,Direct,Credit Card,Sports,281,3,40.25,22.48,2,0.26,418.0,4,0,0,0,4.6
292,Netherlands,Mobile,Organic Search,Klarna,Sports,207,1,55.5,40.0,2,0.01,273.6,4,0,0,0,3.9
293,France,Mobile,Marketplace,Gift Card,Fashion,199,2,72.11,105.68,2,0.32,221.1,3,0,0,0,4.9
294,Belgium,Mobile,Direct,Bank Transfer,Garden,716,3,47.05,49.77,1,0.06,1237.0,4,1,0,0,2.8
295,Netherlands,Mobile,Marketplace,PayPal,Toys,685,7,19.33,8.82,4,0.08,484.5,4,0,0,0,4.1
296,Turkey,Mobile,Direct,Credit Card,Electronics,267,1,40.35,63.74,1,0.11,321.9,4,0,0,0,4.1
297,France,Mobile,Email,Debit Card,Fashion,311,2,52.29,28.66,1,0.08,150.5,4,0,1,0,5.0
298,Netherlands,Mobile,Social Media,Debit Card,Home & Kitchen,157,0,88.0,39.54,1,0.07,538.4,4,0,0,0,4.5
299,Netherlands,Mobile,Social Media,Debit Card,Home & Kitchen,890,3,28.96,46.1,3,0.34,498.7,7,1,0,0,4.0
300,Belgium,Mobile,Email,Gift Card,Fashion,102,0,74.75,62.86,1,0.05,580.0,4,0,0,0,4.2
301,Belgium,Desktop,Marketplace,Credit Card,Beauty,141,1,31.17,26.37,2,0.08,400.3,4,0,0,0,4.6
302,Italy,Desktop,Organic Search,Bank Transfer,Sports,310,1,71.25,80.81,1,0.21,511.8,5,0,0,0,3.4
303,France,Mobile,Organic Search,PayPal,Home & Kitchen,445,1,29.93,67.96,1,0.01,274.8,3,0,0,0,4.2
304,Poland,Desktop,Paid Ads,Bank Transfer,Home & Kitchen,451,0,94.02,69.23,6,0.02,476.6,5,0,0,0,5.0
307,Poland,Desktop,Direct,Klarna,Fashion,187,1,18.25,23.48,1,0.24,473.0,3,0,0,0,3.5
308,Netherlands,Desktop,Organic Search,PayPal,Garden,168,0,26.37,18.72,1,0.05,585.2,4,0,0,0,3.2
309,Netherlands,Desktop,Organic Search,PayPal,Home & Kitchen,66,0,40.23,70.92,4,0.39,577.5,5,0,1,0,4.8
310,Poland,Mobile,Email,Klarna,Beauty,525,3,49.64,47.67,6,0.38,570.7,3,0,0,0,5.0
311,Belgium,Mobile,Social Media,Gift Card,Beauty,179,2,87.08,34.22,1,0.32,544.9,4,0,0,0,4.7
312,France,Mobile,Direct,Klarna,Electronics,253,3,23.63,58.41,3,0.17,1131.9,5,0,0,0,4.5
313,Netherlands,Mobile,Social Media,PayPal,Electronics,784,4,59.29,79.41,1,0.13,698.1,6,0,0,0,4.9
315,Italy,Mobile,Organic Search,Bank Transfer,Beauty,305,1,21.93,11.29,8,0.1,713.9,5,0,0,0,4.2
316,Germany,Mobile,Social Media,Credit Card,Pet Supplies,150,1,14.63,10.2,4,0.08,1298.5,5,0,0,0,4.4
317,Germany,Desktop,Social Media,Debit Card,Fashion,730,4,35.31,27.04,2,0.05,1403.5,7,1,0,0,2.3
318,Turkey,Mobile,Organic Search,Credit Card,Pet Supplies,479,1,24.68,10.31,2,0.13,626.0,4,0,0,0,5.0
319,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,312,1,42.46,77.02,1,0.18,1648.1,6,1,0,0,4.2
320,Netherlands,Desktop,Organic Search,Debit Card,Beauty,637,5,21.56,14.95,1,0.18,829.6,4,0,0,0,4.7
321,Germany,Mobile,Email,Klarna,Toys,154,0,35.69,29.64,6,0.08,652.9,4,0,0,0,3.8
322,Netherlands,Mobile,Marketplace,Gift Card,Beauty,587,2,20.22,20.91,1,0.23,74.2,3,0,0,0,4.5
323,Spain,Mobile,Organic Search,Debit Card,Fashion,426,6,29.98,69.09,4,0.08,409.6,2,0,0,0,3.2
324,Turkey,Mobile,Organic Search,Credit Card,Beauty,593,5,110.82,144.01,1,0.2,271.3,2,0,0,0,4.5
325,Netherlands,Mobile,Social Media,Debit Card,Garden,626,6,81.22,68.84,1,0.06,1337.2,4,0,1,0,5.0
326,Belgium,Desktop,Marketplace,Credit Card,Home & Kitchen,386,2,70.75,64.64,1,0.09,113.4,5,0,0,0,5.0
327,Germany,Mobile,Organic Search,Bank Transfer,Toys,668,3,16.9,10.29,4,0.14,49.8,3,0,0,0,4.0
328,France,Desktop,Marketplace,Klarna,Garden,709,5,165.79,412.18,1,0.21,323.8,3,0,0,0,4.3
329,France,Mobile,Organic Search,PayPal,Beauty,542,1,34.4,26.58,3,0.02,442.9,5,0,0,0,4.2
330,Belgium,Mobile,Organic Search,Bank Transfer,Electronics,947,4,24.03,70.49,1,0.33,444.4,5,0,0,0,4.2
331,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,229,2,15.97,23.91,2,0.04,1133.0,6,1,0,0,3.5
332,Spain,Desktop,Organic Search,Credit Card,Garden,358,2,32.13,54.06,1,0.03,453.3,4,0,0,0,4.1
333,France,Desktop,Email,Credit Card,Home & Kitchen,172,0,42.4,55.27,2,0.04,533.6,4,0,0,0,4.7
334,Germany,Mobile,Organic Search,Klarna,Garden,92,0,54.34,80.8,1,0.18,904.3,6,1,0,0,4.6
335,Belgium,Mobile,Organic Search,Klarna,Sports,400,3,44.78,60.41,5,0.32,379.3,4,0,1,0,4.6
336,Netherlands,Mobile,Social Media,Klarna,Toys,335,2,45.15,79.36,2,0.17,163.8,4,0,0,0,5.0
337,Netherlands,Mobile,Direct,Debit Card,Toys,727,3,52.83,57.64,5,0.08,278.0,3,0,0,0,5.0
338,Spain,Mobile,Organic Search,Credit Card,Fashion,265,1,45.83,85.33,3,0.22,769.0,5,0,0,0,3.4
339,Netherlands,Mobile,Social Media,Credit Card,Electronics,134,1,65.61,96.77,1,0.04,351.0,4,0,0,0,5.0
340,Turkey,Mobile,Social Media,Debit Card,Electronics,177,1,17.96,27.06,2,0.29,750.7,4,0,0,0,4.9
341,Italy,Mobile,Organic Search,Bank Transfer,Fashion,102,0,123.77,93.93,1,0.12,1228.3,4,0,0,1,5.0
342,Germany,Mobile,Paid Ads,Credit Card,Sports,585,1,28.59,35.04,6,0.16,530.7,5,0,0,1,4.3
343,Netherlands,Desktop,Direct,Klarna,Fashion,299,0,79.47,37.14,1,0.32,715.3,3,0,0,0,4.4
344,Poland,Mobile,Paid Ads,Credit Card,Garden,128,1,59.06,97.32,2,0.21,956.2,6,1,0,0,4.1
345,Italy,Desktop,Social Media,PayPal,Sports,428,3,57.19,36.18,1,0.48,239.9,4,0,0,0,4.3
346,Netherlands,Mobile,Social Media,PayPal,Electronics,226,1,29.39,71.24,1,0.22,935.8,5,1,0,0,3.5
347,Netherlands,Mobile,Social Media,Credit Card,Garden,852,7,24.87,43.41,1,0.03,634.0,4,0,0,0,4.6
348,Netherlands,Tablet,Email,Debit Card,Fashion,353,6,35.93,35.92,1,0.12,281.9,4,0,0,0,5.0
349,Italy,Tablet,Marketplace,Debit Card,Beauty,74,0,45.7,19.37,1,0.25,1058.7,5,1,0,0,4.4
351,Germany,Mobile,Direct,Credit Card,Sports,170,1,41.33,136.76,3,0.1,815.9,4,0,0,0,4.9
352,Poland,Desktop,Social Media,Debit Card,Home & Kitchen,28,0,40.64,50.27,5,0.05,82.1,2,0,1,0,5.0
353,Belgium,Tablet,Organic Search,Credit Card,Home & Kitchen,340,3,33.9,117.35,2,0.06,817.7,6,0,0,0,4.3
354,Italy,Mobile,Marketplace,PayPal,Fashion,934,4,57.94,37.63,1,0.19,365.6,3,0,0,0,4.5
355,Netherlands,Desktop,Organic Search,PayPal,Home & Kitchen,391,1,18.73,42.04,3,0.25,393.9,4,0,0,0,4.8
356,Belgium,Desktop,Organic Search,Credit Card,Electronics,330,1,37.33,163.5,1,0.23,95.8,3,0,0,0,3.3
357,Belgium,Mobile,Direct,Credit Card,Fashion,233,0,42.08,24.36,1,0.2,90.0,4,0,0,0,4.9
358,Netherlands,Desktop,Social Media,Bank Transfer,Sports,184,4,23.77,10.41,6,0.19,243.0,3,0,0,0,5.0
359,Netherlands,Mobile,Organic Search,Credit Card,Fashion,459,5,46.46,34.92,1,0.15,506.2,3,0,0,1,5.0
360,Belgium,Mobile,Social Media,Credit Card,Fashion,310,2,51.05,55.98,1,0.04,486.4,3,0,0,0,4.2
361,Netherlands,Mobile,Social Media,PayPal,Toys,443,1,42.27,40.21,1,0.1,272.0,2,0,0,0,4.8
362,France,Mobile,Direct,Bank Transfer,Home & Kitchen,771,5,21.19,33.34,1,0.07,174.6,3,0,0,0,4.7
363,Belgium,Desktop,Marketplace,PayPal,Home & Kitchen,378,1,81.62,205.36,2,0.3,191.7,4,0,0,0,3.4
364,Turkey,Desktop,Organic Search,Debit Card,Beauty,487,3,76.31,61.72,1,0.14,349.5,4,0,0,0,4.9
365,Belgium,Desktop,Marketplace,Debit Card,Home & Kitchen,358,1,33.26,46.98,3,0.03,88.4,4,0,0,1,5.0
366,Belgium,Desktop,Social Media,Credit Card,Sports,827,7,10.74,5.0,1,0.13,862.8,4,0,0,0,5.0
367,Spain,Mobile,Organic Search,Debit Card,Sports,266,1,11.59,15.74,3,0.04,372.8,5,0,0,0,3.5
368,Spain,Desktop,Social Media,Credit Card,Home & Kitchen,620,0,25.8,44.29,3,0.17,51.1,2,0,1,0,3.1
369,Netherlands,Mobile,Social Media,Debit Card,Fashion,784,0,15.06,6.69,8,0.02,289.2,3,0,0,1,5.0
370,Belgium,Desktop,Paid Ads,Klarna,Home & Kitchen,237,1,74.79,126.31,5,0.12,456.1,3,0,0,0,4.0
371,Italy,Mobile,Paid Ads,Credit Card,Beauty,221,1,23.98,9.16,6,0.06,707.5,6,0,0,0,5.0
372,France,Desktop,Direct,Klarna,Home & Kitchen,501,2,19.12,23.99,1,0.04,146.3,3,0,0,0,4.9
373,Belgium,Desktop,Marketplace,Credit Card,Beauty,154,2,23.13,29.52,8,0.12,690.1,4,0,0,0,4.5
374,Italy,Mobile,Paid Ads,Klarna,Electronics,435,6,27.61,39.46,1,0.01,819.6,5,0,0,0,4.5
375,Turkey,Mobile,Direct,Klarna,Home & Kitchen,119,2,36.52,126.38,1,0.3,799.8,5,0,0,0,4.9
376,Spain,Mobile,Marketplace,Credit Card,Fashion,458,4,16.83,11.37,4,0.39,220.7,4,0,0,1,4.8
377,Poland,Tablet,Organic Search,Credit Card,Sports,225,1,31.61,29.26,2,0.55,343.7,2,0,0,0,5.0
378,Netherlands,Mobile,Paid Ads,Klarna,Sports,235,3,30.98,26.52,1,0.14,1685.7,7,1,0,0,4.1
379,Netherlands,Desktop,Organic Search,Credit Card,Pet Supplies,93,0,43.3,81.45,2,0.39,903.3,4,1,0,0,4.0
380,Netherlands,Tablet,Organic Search,PayPal,Beauty,357,3,79.5,59.92,2,0.02,599.5,2,0,0,0,4.2
381,Italy,Desktop,Direct,Credit Card,Pet Supplies,449,4,41.34,47.71,2,0.17,660.6,5,0,0,0,5.0
382,France,Tablet,Paid Ads,Debit Card,Sports,494,2,59.84,57.28,3,0.34,137.8,3,0,0,0,4.5
383,Italy,Tablet,Social Media,Debit Card,Home & Kitchen,201,1,52.68,72.17,1,0.15,1210.8,6,1,0,0,3.8
384,Belgium,Desktop,Organic Search,Credit Card,Fashion,195,1,115.62,127.32,1,0.08,269.1,3,0,0,0,4.4
385,Netherlands,Mobile,Social Media,Credit Card,Fashion,343,5,58.23,47.54,1,0.21,602.6,5,0,0,0,4.7
386,Netherlands,Desktop,Organic Search,Credit Card,Sports,158,1,48.5,18.57,1,0.25,128.3,4,0,0,0,5.0
387,France,Mobile,Direct,Debit Card,Home & Kitchen,239,0,51.43,91.12,2,0.03,321.7,4,0,0,0,4.4
388,Netherlands,Mobile,Marketplace,Klarna,Garden,93,2,32.81,37.82,1,0.14,610.5,4,0,0,0,5.0
389,Germany,Mobile,Paid Ads,PayPal,Toys,540,4,61.21,45.54,1,0.21,193.1,5,0,1,0,4.3
390,France,Mobile,Direct,Credit Card,Fashion,347,3,50.09,31.78,2,0.12,948.6,4,0,0,0,3.8
391,Spain,Desktop,Paid Ads,Debit Card,Home & Kitchen,85,0,47.47,86.88,2,0.28,259.2,3,0,0,0,4.5
392,Netherlands,Mobile,Marketplace,Debit Card,Beauty,527,1,39.84,38.44,1,0.18,485.2,4,0,0,1,4.8
393,France,Mobile,Marketplace,Debit Card,Electronics,169,3,53.77,140.56,1,0.06,192.4,5,0,0,0,4.5
394,Netherlands,Mobile,Organic Search,Debit Card,Toys,66,1,24.98,15.99,3,0.23,902.7,6,1,0,0,3.4
395,Italy,Mobile,Paid Ads,Debit Card,Home & Kitchen,496,1,37.68,54.79,5,0.11,487.7,4,0,0,0,4.8
396,Germany,Desktop,Marketplace,Klarna,Toys,594,1,57.27,39.83,5,0.04,150.8,3,0,0,0,2.8
397,Belgium,Mobile,Organic Search,PayPal,Beauty,294,2,60.0,27.81,4,0.27,479.0,4,0,0,0,4.9
398,Germany,Desktop,Organic Search,Klarna,Home & Kitchen,796,3,62.3,96.38,1,0.18,337.0,2,0,0,0,4.6
399,Belgium,Mobile,Social Media,Credit Card,Home & Kitchen,143,1,58.52,54.53,2,0.16,943.2,6,1,0,0,1.9
400,Belgium,Mobile,Organic Search,Bank Transfer,Electronics,163,1,53.1,58.41,1,0.01,273.3,4,0,0,0,3.9
401,Poland,Tablet,Paid Ads,Credit Card,Sports,449,4,53.32,75.89,1,0.19,176.5,4,0,0,0,4.7
402,France,Desktop,Email,Credit Card,Home & Kitchen,333,1,44.15,58.04,3,0.16,261.7,2,0,0,0,4.4
403,Turkey,Mobile,Organic Search,Debit Card,Electronics,483,3,22.91,41.22,6,0.21,368.0,4,0,0,0,4.4
404,Spain,Tablet,Social Media,Credit Card,Electronics,369,0,36.79,89.5,1,0.12,105.8,4,0,0,0,5.0
405,Spain,Desktop,Direct,Credit Card,Electronics,100,0,43.53,72.52,5,0.17,120.8,4,0,0,0,5.0
406,Germany,Mobile,Paid Ads,Credit Card,Toys,719,5,61.84,53.31,1,0.07,465.9,4,0,0,0,4.3
407,Turkey,Mobile,Organic Search,Credit Card,Toys,96,0,30.49,25.12,1,0.07,538.0,3,0,0,0,3.9
408,Turkey,Mobile,Social Media,Debit Card,Toys,192,0,98.97,147.83,1,0.18,619.5,5,0,0,0,5.0
409,Netherlands,Mobile,Paid Ads,PayPal,Electronics,429,1,19.63,39.46,2,0.25,322.1,3,0,0,0,4.0
410,Belgium,Desktop,Marketplace,Bank Transfer,Home & Kitchen,536,3,72.06,51.66,1,0.05,276.9,4,0,0,0,4.6
411,France,Mobile,Marketplace,Debit Card,Electronics,217,0,39.68,62.92,3,0.01,1657.6,6,1,0,0,3.2
412,Netherlands,Mobile,Social Media,Bank Transfer,Home & Kitchen,352,2,83.76,101.87,1,0.2,206.3,2,0,0,0,4.1
413,Poland,Desktop,Email,PayPal,Toys,182,1,54.43,55.22,3,0.18,843.3,4,0,0,0,5.0
415,Belgium,Mobile,Paid Ads,Credit Card,Electronics,245,1,30.47,47.24,2,0.05,104.2,4,0,0,1,4.6
416,Netherlands,Mobile,Organic Search,Credit Card,Electronics,213,2,42.68,164.26,1,0.2,330.7,4,0,0,0,4.2
417,Netherlands,Desktop,Paid Ads,Klarna,Toys,428,2,33.42,47.52,1,0.08,880.0,6,0,0,0,4.7
418,Belgium,Mobile,Organic Search,Bank Transfer,Electronics,296,3,63.51,102.41,1,0.05,623.4,6,0,0,0,4.1
419,France,Mobile,Social Media,Debit Card,Home & Kitchen,300,0,46.71,58.52,3,0.12,268.3,4,0,0,1,4.9
420,Netherlands,Mobile,Organic Search,Credit Card,Garden,305,1,25.4,34.37,1,0.45,604.7,5,0,0,0,4.1
421,Germany,Tablet,Organic Search,Credit Card,Fashion,77,0,35.7,38.05,8,0.23,419.2,3,0,0,0,4.3
422,France,Mobile,Social Media,PayPal,Fashion,160,1,57.63,74.08,1,0.05,373.7,3,0,0,0,4.2
423,Germany,Desktop,Organic Search,Klarna,Home & Kitchen,276,0,32.12,34.31,6,0.12,753.3,4,0,0,0,4.0
424,Poland,Desktop,Organic Search,Credit Card,Fashion,74,0,64.51,33.1,3,0.17,378.6,4,0,0,1,5.0
425,Poland,Mobile,Direct,Credit Card,Electronics,482,2,29.59,42.55,1,0.28,400.3,5,0,0,0,3.5
427,Turkey,Mobile,Marketplace,Klarna,Sports,221,3,39.09,103.15,7,0.38,860.9,3,0,0,0,5.0
428,Belgium,Desktop,Email,Bank Transfer,Garden,167,0,29.69,38.58,1,0.21,978.0,5,0,0,0,5.0
429,Poland,Mobile,Paid Ads,PayPal,Garden,116,1,54.77,26.96,1,0.12,478.7,4,0,0,0,4.7
431,Belgium,Mobile,Paid Ads,PayPal,Home & Kitchen,148,0,45.36,37.09,1,0.11,169.4,4,0,0,0,4.9
432,Spain,Mobile,Social Media,Credit Card,Toys,550,2,32.99,24.98,3,0.25,922.2,5,0,0,0,4.7
433,Netherlands,Mobile,Marketplace,PayPal,Home & Kitchen,338,3,16.41,8.04,1,0.08,726.3,5,0,0,0,5.0
434,Germany,Mobile,Direct,Debit Card,Sports,134,1,30.23,30.12,2,0.14,347.1,3,0,0,0,5.0
435,Germany,Desktop,Social Media,Klarna,Electronics,561,3,25.4,65.39,2,0.3,2102.9,7,1,0,0,3.9
436,Netherlands,Mobile,Organic Search,PayPal,Toys,270,2,24.75,28.09,3,0.19,123.6,3,0,0,0,3.3
437,Belgium,Mobile,Paid Ads,PayPal,Home & Kitchen,560,3,108.36,141.3,1,0.12,424.4,3,0,0,0,3.7
438,France,Mobile,Marketplace,Debit Card,Sports,147,2,50.21,93.84,1,0.14,111.7,2,0,1,0,4.5
439,Spain,Mobile,Paid Ads,Debit Card,Garden,480,3,74.65,90.72,2,0.1,456.0,4,0,0,0,4.3
440,Turkey,Desktop,Social Media,Debit Card,Home & Kitchen,204,0,73.44,43.15,5,0.05,359.4,4,0,0,0,4.8
441,Turkey,Desktop,Social Media,Credit Card,Fashion,619,1,79.05,88.13,1,0.01,366.9,5,0,0,0,4.8
442,Netherlands,Mobile,Organic Search,PayPal,Fashion,225,0,34.8,50.5,2,0.12,145.1,2,0,0,0,4.4
443,France,Mobile,Direct,Klarna,Home & Kitchen,437,2,53.54,39.62,3,0.05,314.5,5,0,0,0,4.4
444,France,Mobile,Email,PayPal,Fashion,491,6,57.28,88.02,1,0.29,508.1,3,0,0,0,4.9
445,Turkey,Mobile,Organic Search,Bank Transfer,Fashion,87,0,40.68,24.15,1,0.27,763.4,4,0,0,0,4.0
446,Netherlands,Desktop,Organic Search,PayPal,Sports,206,1,116.42,104.75,3,0.1,180.0,3,0,0,0,4.6
447,Belgium,Mobile,Paid Ads,Debit Card,Home & Kitchen,159,1,21.82,29.21,2,0.06,726.1,4,0,0,0,4.0
448,Netherlands,Mobile,Email,Bank Transfer,Fashion,270,2,29.74,23.07,4,0.09,922.3,4,0,0,0,2.3
449,Germany,Mobile,Organic Search,Credit Card,Electronics,76,0,62.38,67.27,2,0.06,455.9,4,0,0,0,3.1
450,France,Mobile,Marketplace,Klarna,Fashion,298,2,53.14,19.31,2,0.3,244.7,4,0,0,0,4.3
451,Germany,Desktop,Direct,PayPal,Electronics,246,4,40.08,66.59,1,0.01,394.1,3,0,0,0,5.0
452,Belgium,Tablet,Email,Debit Card,Fashion,473,3,11.49,13.29,1,0.07,547.8,5,0,0,0,5.0
453,Turkey,Mobile,Organic Search,Debit Card,Garden,642,4,60.36,65.74,1,0.04,528.8,4,0,0,0,4.3
454,France,Desktop,Organic Search,Klarna,Fashion,107,1,28.25,13.98,2,0.07,851.2,6,0,0,0,5.0
455,Spain,Mobile,Social Media,Credit Card,Sports,446,2,85.12,123.65,1,0.06,266.1,4,0,0,0,5.0
456,France,Mobile,Email,PayPal,Fashion,486,4,35.26,27.87,1,0.12,470.6,5,0,0,0,5.0
457,Belgium,Mobile,Direct,Credit Card,Fashion,613,3,24.22,35.15,1,0.24,816.1,5,0,0,0,5.0
